,CAT,DIS,IBM,JNJ,JPM,KO,MMM,MSFT,PFE,PG,WMT,XOM
2021-03-01,0.20949264510616353,4.397891892836403e-09,1.5165303509153674e-09,3.0410608851905596e-09,2.8403431874165393e-09,1.3266887261065677e-08,0.0062119207422094615,0.24999999599629494,0.24999999429029923,0.2499999986418883,0.034295419718477146,4.4195390320155734e-10
2021-04-01,0.20949262941352512,2.464492095614418e-09,6.231402716147202e-10,1.7634707601007218e-09,1.6321807885103433e-09,6.986891385723774e-09,0.006211945444466454,0.24999999791254324,0.24999999740263926,0.2499999991965953,0.034295416901286374,2.5876893952416953e-10
2021-05-01,0.2094926290577153,2.434080213701644e-09,6.085501650999232e-10,1.7440956338532953e-09,1.6136737183865146e-09,6.901941205494849e-09,0.006211945980481367,0.24999999793966984,0.24999999745039497,0.24999999920287333,0.03429541681069717,2.558257404561633e-10
2021-06-01,0.20949261603716704,1.5175902385471025e-09,2.05412664767945e-10,1.1512527643623427e-09,1.05652433919849e-09,4.8405260850179985e-09,0.0062119650464148,0.24999999883003549,0.24999999876080134,0.24999999927763905,0.03429541311060229,1.6603317211545378e-10
2021-07-01,0.20949261909795275,1.723562302894006e-09,2.9056421525009174e-10,1.2826093085926417e-09,1.179070582139668e-09,5.231343236581442e-09,0.00621196060542997,0.24999999863630856,0.24999999850042873,0.2499999992910771,0.03429541397486089,1.867913377994246e-10
2021-08-01,0.20949262665563884,2.252703933067447e-09,5.132421324785357e-10,1.6302516799022445e-09,1.503947307542142e-09,6.4604520157253674e-09,0.006211949528938373,0.24999999813988388,0.24999999774436507,0.2499999992423895,0.034295416088662954,2.3952323775170285e-10
2021-09-01,0.20949263276679211,2.817273427588849e-09,7.536672276670158e-10,2.004986327478934e-09,1.8569396931555971e-09,7.976036328653147e-09,0.006211940288075806,0.2499999976135211,0.2499999969287648,0.24999999912147505,0.034295417578888765,2.935795368868936e-10
2021-10-01,0.20949261154782478,1.2281900173485782e-09,1.1073557835398075e-10,9.639738815800002e-10,8.847315219945449e-10,4.372058695056411e-09,0.006211971442664634,0.24999999909568021,0.24999999908935822,0.24999999923861344,0.0342954118897818,1.363864671404462e-10
2021-11-01,0.2094926097680774,8.141804259338701e-10,0.015159199050335349,6.757390804136962e-10,2.4552125786319745e-09,2.9341676923863903e-09,7.472944521694028e-09,0.24999999657914299,0.1562119839871751,0.2499999990095398,0.119136195681401,1.572084040892645e-09
2021-12-01,0.24999996327226817,1.4076995206103467e-09,0.03969450522281169,1.0380868342551306e-09,2.5838181265210765e-09,4.110602252061056e-09,3.7980219582953194e-09,0.24999999668327322,0.10006241939566538,0.24999999715963975,0.1102431046485854,6.795277155656948e-10
2022-01-01,0.24999999487077554,1.0107279096178424e-10,0.03969450709008096,6.266362863573993e-11,8.664917466330319e-11,2.5602987263914413e-10,2.461039335645439e-10,0.24999999976832368,0.10006239325316357,0.24999999977621712,0.11024310445802143,3.0898085177604684e-11
2022-02-01,0.24999999361220318,1.249957410262839e-10,0.039694507750892,7.783559373155911e-11,1.0266261956501775e-10,2.9987679250654283e-10,2.917639517710074e-10,0.24999999971406048,0.10006239404431648,0.24999999972522394,0.11024310421818541,3.798358221119218e-11
